"state_county","trump","biden","others"
"missouri,butler",14602,3301,238
"missouri,caldwell",3725,897,60
"missouri,callaway",14815,5870,459
"missouri,camden",18850,5652,310
"missouri,cape girardeau",28907,10760,661
"missouri,carroll",3706,786,40
"missouri,carter",2451,418,28
"missouri,cass",37197,19052,1159
"missouri,cedar",5788,1145,111
"missouri,chariton",3111,916,50
"missouri,christian",34920,11131,788
"missouri,clark",2672,678,44
"missouri,clay",64605,59400,2564
"missouri,clinton",7799,2896,193
"missouri,cole",26086,12694,749
"missouri,cooper",6272,2249,172
"missouri,crawford",8725,2113,135
"missouri,dade",3414,656,49
"missouri,dallas",6619,1380,105
"missouri,daviess",3102,746,63
"missouri,dekalb",3828,930,85
"missouri,dent",5987,1056,99
"missouri,douglas",5898,1016,86
"missouri,dunklin",8135,2200,84
"missouri,franklin",38058,14569,1058
"missouri,gasconade",6222,1601,100
"missouri,gentry",2581,613,43
"missouri,greene",83630,55068,3102
"missouri,grundy",3585,799,53
"missouri,harrison",3198,597,31
"missouri,henry",8027,2619,142
"missouri,hickory",3966,1056,58
"missouri,holt",1976,338,29
"missouri,howard",3553,1413,126
"missouri,howell",15181,3218,251
"missouri,iron",3596,945,51
"missouri,jackson",126535,199842,6686
"missouri,jasper",37728,13549,1075
"missouri,jefferson",77046,37523,2119
"missouri,johnson",15489,6974,660
"missouri,knox",1486,340,28
"missouri,laclede",13762,2780,251
"missouri,lafayette",12273,4472,310
"missouri,lawrence",14426,3214,265
"missouri,lewis",3553,984,82
"missouri,lincoln",21848,6607,563
"missouri,linn",4363,1275,88
"missouri,livingston",5267,1410,81
"missouri,mcdonald",7465,1439,149
"missouri,macon",6076,1662,98
"missouri,madison",4584,1019,73
"missouri,maries",3892,814,65
"missouri,marion",9915,3202,231
"missouri,mercer",1541,222,16
"missouri,miller",10176,2038,168
"missouri,mississippi",3537,1178,41
"missouri,moniteau",5744,1308,105
"missouri,monroe",3477,936,72
"missouri,montgomery",4465,1208,107
"missouri,morgan",7442,1924,121
"missouri,new madrid",5447,1748,55
"missouri,newton",22120,5818,467
"missouri,nodaway",6865,2853,175
"missouri,oregon",3847,823,69
"missouri,osage",6425,1037,77
"missouri,ozark",4064,752,48
"missouri,pemiscot",4120,1560,55
"missouri,perry",7657,1664,126
"missouri,pettis",13854,4783,460
"missouri,phelps",13480,5637,451
"missouri,pike",5863,1717,115
"missouri,platte",28917,27179,1174
"missouri,polk",11850,2885,329
"missouri,pulaski",10329,3740,359
"missouri,putnam",1984,361,16
"missouri,ralls",4396,1205,61
"missouri,randolph",8018,2485,241
"missouri,ray",8345,3109,195
"missouri,reynolds",2733,529,36
"missouri,ripley",4839,833,45
"missouri,st. charles",128389,89530,4098
"missouri,st. clair",3932,988,54
"missouri,st. francois",20511,7044,446
"missouri,st. louis county",199493,328151,8802
"missouri,st. louis city",21474,110089,2304
"missouri,ste. genevieve",6630,2713,141
"missouri,saline",6451,2904,164
"missouri,schuyler",1606,373,24
"missouri,scotland",1560,388,36
"missouri,scott",13769,3753,197
"missouri,shannon",3165,706,35
"missouri,shelby",2700,592,58
"missouri,stoddard",11484,1819,123
"missouri,stone",14800,3506,177
"missouri,sullivan",1974,478,19
"missouri,taney",20508,5339,441
"missouri,texas",9478,1716,121
"missouri,vernon",7155,1903,127
"missouri,warren",13222,4769,384
"missouri,washington",8047,1804,125
"missouri,wayne",4987,845,46
"missouri,webster",14880,3573,330
"missouri,worth",877,215,15
"missouri,wright",7453,1168,122
"montana,beaverhead",3923,1608,130
"montana,big horn",2207,2491,86
"montana,blaine",1469,1589,59
"montana,broadwater",3173,835,89
"montana,carbon",4468,2421,212
"montana,carter",775,74,15
"montana,cascade",23315,15456,1114
"montana,chouteau",1891,991,92
"montana,custer",4205,1514,164
"montana,daniels",799,195,20
"montana,dawson",3758,962,117
"montana,deer lodge",2186,2562,143
"montana,fallon",1375,172,28
"montana,fergus",4869,1496,166
"montana,flathead",38321,20274,1663
"montana,gallatin",31696,37044,2767
"montana,garfield",764,41,8
"montana,glacier",1884,3610,145
"montana,golden valley",414,78,11
"montana,granite",1419,638,45
"montana,hill",3957,2981,244
"montana,jefferson",5345,2625,221
"montana,judith basin",1040,275,29
"montana,lake",9322,6916,388
"montana,lewis and clark",21409,19743,1333
"montana,liberty",821,249,13
"montana,lincoln",8672,2835,240
"montana,mccone",956,155,17
"montana,madison",4191,1771,151
"montana,meagher",833,258,19
"montana,mineral",1828,686,49
"montana,missoula",26347,43357,2282
"montana,musselshell",2423,413,45
"montana,park",6025,5280,313
"montana,petroleum",298,39,14
"montana,phillips",1936,416,34
"montana,pondera",2031,903,61
"montana,powder river",970,154,12
"montana,powell",2355,752,88
"montana,prairie",603,126,15
"montana,ravalli",19114,8763,630
"montana,richland",4800,875,123
"montana,roosevelt",1996,1910,122
"montana,rosebud",2486,1199,99
"montana,sanders",5660,1820,172
"montana,sheridan",1403,574,53
"montana,silver bow",7745,10392,690
"montana,stillwater",4462,1156,123
"montana,sweet grass",1840,549,57
"montana,teton",2608,1007,80
"montana,toole",1596,467,60
"montana,treasure",373,78,9
"montana,valley",3135,1030,107
"montana,wheatland",823,225,20
"montana,wibaux",516,77,5
"montana,yellowstone",50772,30679,2370
"nebraska,adams",10085,4213,355
"nebraska,antelope",3093,452,38
"nebraska,arthur",260,21,4
"nebraska,banner",362,43,6
"nebraska,blaine",280,35,2
"nebraska,boone",2653,499,74
"nebraska,box butte",4002,1051,147
"nebraska,boyd",1010,135,10
"nebraska,brown",1470,191,23
"nebraska,buffalo",16640,6350,721
"nebraska,burt",2580,1063,96
"nebraska,butler",3542,873,103
"nebraska,cass",10121,4737,468
"nebraska,cedar",4174,725,116
"nebraska,chase",1740,226,34
"nebraska,cherry",2844,373,52
"nebraska,cheyenne",3813,855,108
"nebraska,clay",2848,632,90
"nebraska,colfax",2636,1025,65
"nebraska,cuming",3507,870,82
"nebraska,custer",5090,786,134
"nebraska,dakota",3926,2744,147
"nebraska,dawes",2931,1082,138
"nebraska,dawson",6524,2497,170
"nebraska,deuel",871,141,22
"nebraska,dixon",2335,651,108
"nebraska,dodge",10984,5544,410
"nebraska,douglas",119159,150350,7031
"nebraska,dundy",883,105,15
"nebraska,fillmore",2359,693,96
"nebraska,franklin",1437,276,15
"nebraska,frontier",1229,189,28
"nebraska,furnas",2163,399,40
"nebraska,gage",7445,3385,289
"nebraska,garden",1016,161,23
"nebraska,garfield",933,133,10
"nebraska,gosper",893,215,13
"nebraska,grant",375,20,7
"nebraska,greeley",1016,229,14
"nebraska,hall",16189,7681,580
"nebraska,hamilton",4309,1118,139
"nebraska,harlan",1615,282,37
"nebraska,hayes",494,34,8
"nebraska,hitchcock",1264,175,31
"nebraska,holt",4769,686,95
"nebraska,hooker",376,59,7
"nebraska,howard",2786,648,77
"nebraska,jefferson",2616,1016,98
"nebraska,johnson",1518,647,68
"nebraska,kearney",2822,701,94
"nebraska,keith",3544,763,62
"nebraska,keya paha",476,49,5
"nebraska,kimball",1563,268,46
"nebraska,knox",3721,905,82
"nebraska,lancaster",70092,82293,4830
"nebraska,lincoln",13071,3692,400
"nebraska,logan",407,38,5
"nebraska,loup",370,75,9
"nebraska,mcpherson",275,17,10
"nebraska,madison",11940,3478,401
"nebraska,merrick",3419,743,120
"nebraska,morrill",2113,386,59
"nebraska,nance",1437,359,36
"nebraska,nemaha",2428,921,83
"nebraska,nuckolls",1857,409,39
"nebraska,otoe",5649,2490,216
"nebraska,pawnee",1071,322,36
"nebraska,perkins",1321,199,25
"nebraska,phelps",4157,752,112
"nebraska,pierce",3462,480,70
"nebraska,platte",12186,3260,275
"nebraska,polk",2291,530,66
"nebraska,red willow",4525,811,134
"nebraska,richardson",3073,996,65
"nebraska,rock",744,84,14
"nebraska,saline",3631,1986,163
"nebraska,sarpy",51979,41206,3008
"nebraska,saunders",9108,3331,347
"nebraska,scotts bluff",10952,4196,376
"nebraska,seward",6490,2438,271
"nebraska,sheridan",2292,340,52
"nebraska,sherman",1322,343,35
"nebraska,sioux",642,72,17
"nebraska,stanton",2561,532,72
"nebraska,thayer",2308,624,57
"nebraska,thomas",377,45,5
"nebraska,thurston",1180,1122,77
"nebraska,valley",1901,412,31
"nebraska,washington",8583,3554,330
"nebraska,wayne",3055,1022,141
"nebraska,webster",1511,335,30
"nebraska,wheeler",438,59,6
"nebraska,york",5337,1630,194
"nevada,carson city",16113,12735,891
"nevada,churchill",9372,3051,467
"nevada,clark",430930,521852,19728
"nevada,douglas",21630,11571,924
"nevada,elko",16741,4557,669
"nevada,esmeralda",400,74,13
"nevada,eureka",895,105,17
"nevada,humboldt",5877,1689,205
"nevada,lander",2198,496,71
"nevada,lincoln",2067,330,49
"nevada,lyon",20914,8473,851
"nevada,mineral",1423,829,83
"nevada,nye",17528,7288,562
"nevada,pershing",1731,547,42
"nevada,storey",1908,902,67
"nevada,washoe",116760,128128,7254
"nevada,white pine",3403,859,107
"new hampshire,acworth",269,293,7
"new hampshire,albany",190,250,9
"new hampshire,alexandria",616,440,24
"new hampshire,allenstown",1233,1050,42
"new hampshire,alstead",477,684,28
"new hampshire,alton",2420,1438,45
"new hampshire,amherst",3208,4796,133
"new hampshire,andover",726,844,25
"new hampshire,antrim",779,761,44
"new hampshire,ashland",562,632,24
"new hampshire,atkinson",2795,2250,59
"new hampshire,auburn",2265,1619,46
"new hampshire,barnstead",1698,1150,74
"new hampshire,barrington",2733,3142,129
"new hampshire,bartlett",773,1374,23
"new hampshire,bath",353,259,11
"new hampshire,bedford",7052,7521,166
"new hampshire,belmont",2365,1609,78
"new hampshire,bennington",424,395,18
"new hampshire,benton",143,89,3
"new hampshire,berlin",1852,2147,66
"new hampshire,bethlehem",620,1021,30
"new hampshire,boscawen",1064,931,45
"new hampshire,bow",2167,3256,89
"new hampshire,bradford",478,563,32
"new hampshire,brentwood",1372,1505,37
"new hampshire,bridgewater",472,364,21
"new hampshire,bristol",994,842,35
"new hampshire,brookfield",315,218,12
"new hampshire,brookline",1647,1903,78
"new hampshire,campton",964,1120,45
"new hampshire,canaan",890,1162,34
"new hampshire,candia",1702,1039,48
"new hampshire,canterbury",718,1009,27
"new hampshire,carroll",267,266,5
"new hampshire,center harbor",407,379,6
"new hampshire,charlestown",1239,1185,57
"new hampshire,chatham",130,106,8
"new hampshire,chester",1951,1465,53
"new hampshire,chesterfield",958,1390,44
"new hampshire,chichester",930,770,36
"new hampshire,claremont",2788,2895,130
"new hampshire,clarksville",108,72,3
"new hampshire,colebrook",630,418,26
"new hampshire,columbia",235,114,2
"new hampshire,concord",7983,15511,381
"new hampshire,conway",2465,3411,90
"new hampshire,cornish",408,679,22
"new hampshire,croydon",319,172,22
"new hampshire,dalton",295,231,2
"new hampshire,danbury",414,290,21
"new hampshire,danville",1686,1082,48
"new hampshire,deerfield",1786,1360,75
"new hampshire,deering",670,462,26
"new hampshire,derry",9412,8215,267
"new hampshire,dixville",0,5,0
"new hampshire,dorchester",124,105,4
"new hampshire,dover",6331,12508,390
"new hampshire,dublin",404,687,18
"new hampshire,dummer",113,67,4
"new hampshire,dunbarton",1121,877,32
"new hampshire,durham",1712,5970,128
"new hampshire,east kingston",889,781,22
"new hampshire,easton",64,167,3
"new hampshire,eaton",117,188,4
"new hampshire,effingham",526,391,9
"new hampshire,ellsworth",32,45,1
"new hampshire,enfield",930,1777,58
"new hampshire,epping",2311,2047,79
"new hampshire,epsom",1702,1180,45
"new hampshire,errol",148,74,1
"new hampshire,exeter",3321,6820,195
"new hampshire,farmington",2000,1365,68
"new hampshire,fitzwilliam",682,666,19
"new hampshire,francestown",534,592,26
"new hampshire,franconia",248,542,11
"new hampshire,franklin",2281,1804,93
"new hampshire,freedom",538,538,14
"new hampshire,fremont",1635,1151,53
"new hampshire,gilford",2748,2508,57
"new hampshire,gilmanton",1423,1020,57
"new hampshire,gilsum",263,240,13
"new hampshire,goffstown",5040,4967,189
"new hampshire,gorham",748,906,32
"new hampshire,goshen",284,186,11
"new hampshire,grafton",423,345,16
"new hampshire,grantham",747,1669,31
"new hampshire,greenfield",466,529,15
"new hampshire,greenland",1160,1723,36
"new hampshire,greenville",532,501,21
"new hampshire,groton",232,142,6
"new hampshire,hampstead",3303,2494,100
"new hampshire,hampton",5212,6150,140
"new hampshire,hampton falls",863,845,12
"new hampshire,hancock",408,875,15
"new hampshire,hanover",841,6210,66
"new hampshire,harrisville",201,553,6
"new hampshire,harts location",20,23,0
"new hampshire,haverhill",1180,925,39
"new hampshire,hebron",267,239,17
"new hampshire,henniker",1075,1569,67
"new hampshire,hill",403,224,8
"new hampshire,hillsborough",1722,1475,79
"new hampshire,hinsdale",829,1048,38
"new hampshire,holderness",569,890,22
"new hampshire,hollis",2468,3277,80
"new hampshire,hooksett",4387,4060,138
"new hampshire,hopkinton",1400,2688,75
"new hampshire,hudson",7744,6632,265
"new hampshire,jackson",212,567,7
"new hampshire,jaffrey",1410,1528,80
"new hampshire,jefferson",394,257,11
"new hampshire,keene",3758,8950,221
"new hampshire,kensington",726,805,26
"new hampshire,kingston",2311,1731,60
"new hampshire,laconia",4642,4141,172
"new hampshire,lancaster",874,817,44
"new hampshire,landaff",155,126,4
"new hampshire,langdon",199,206,7
"new hampshire,lebanon",1954,5895,100
"new hampshire,lee",971,1957,48
"new hampshire,lempster",440,274,12
"new hampshire,lincoln",397,513,13
"new hampshire,lisbon",431,353,13
"new hampshire,litchfield",2824,2497,89
"new hampshire,littleton",1507,1557,51
"new hampshire,londonderry",7905,7738,230
"new hampshire,loudon",2152,1489,84
"new hampshire,lyman",208,174,3
"new hampshire,lyme",218,1074,13
"new hampshire,lyndeborough",541,564,33
"new hampshire,madbury",454,824,34
"new hampshire,madison",760,926,17
"new hampshire,manchester",22127,29464,1015
"new hampshire,marlborough",441,806,26
"new hampshire,marlow",207,277,12
"new hampshire,mason",535,380,34
"new hampshire,meredith",2208,2139,60
"new hampshire,merrimack",7669,8725,303
"new hampshire,middleton",643,378,21
"new hampshire,milan",437,345,12
"new hampshire,milford",4123,4644,194
"new hampshire,millsfield",16,5,0
"new hampshire,milton",1476,1015,48
"new hampshire,monroe",309,227,8
"new hampshire,mont vernon",730,1011,37
"new hampshire,moultonborough",1997,1605,62
"new hampshire,nashua",17806,26770,705
"new hampshire,nelson",164,275,12
"new hampshire,new boston",2036,1826,72
"new hampshire,newbury",726,905,36
"new hampshire,new castle",281,619,4
"new hampshire,new durham",1109,727,32
"new hampshire,newfields",512,719,24
"new hampshire,new hampton",810,697,32
"new hampshire,newington",325,304,10
"new hampshire,new ipswich",2099,962,62
"new hampshire,new london",1059,2081,54
"new hampshire,newmarket",1925,3953,126
"new hampshire,newport",1773,1301,64
"new hampshire,newton",1680,1277,37
"new hampshire,northfield",1435,1122,62
"new hampshire,north hampton",1455,1987,42
"new hampshire,northumberland",614,424,18
"new hampshire,northwood",1483,1329,69
"new hampshire,nottingham",1641,1769,86
"new hampshire,orange",110,80,6
"new hampshire,orford",269,539,15
"new hampshire,ossipee",1487,965,67
"new hampshire,pelham",5253,3480,121
"new hampshire,pembroke",2057,2189,79
"new hampshire,peterborough",1246,3090,64
"new hampshire,piermont",194,241,5
"new hampshire,pittsburg",380,158,7
"new hampshire,pittsfield",1230,807,58
"new hampshire,plainfield",522,1135,28
"new hampshire,plaistow",2504,2045,68
"new hampshire,plymouth",1123,2214,78
"new hampshire,portsmouth",3836,10663,202
"new hampshire,randolph",83,186,8
"new hampshire,raymond",3517,2378,105
"new hampshire,richmond",413,292,14
"new hampshire,rindge",2144,1443,71
"new hampshire,rochester",8367,8132,408
"new hampshire,rollinsford",735,951,50
"new hampshire,roxbury",52,92,0
"new hampshire,rumney",527,410,19
"new hampshire,rye",1620,2781,64
"new hampshire,salem",9969,7638,234
"new hampshire,salisbury",517,380,28
"new hampshire,sanbornton",1134,875,36
"new hampshire,sandown",2273,1632,70
"new hampshire,sandwich",413,718,12
"new hampshire,seabrook",2595,1973,71
"new hampshire,sharon",116,153,4
"new hampshire,shelburne",122,131,1
"new hampshire,somersworth",2550,3422,99
"new hampshire,south hampton",326,304,22
"new hampshire,springfield",436,437,16
"new hampshire,stark",188,106,1
"new hampshire,stewartstown",291,117,5
"new hampshire,stoddard",430,419,0
"new hampshire,strafford",1408,1330,64
"new hampshire,stratford",140,159,1
"new hampshire,stratham",2115,3306,64
"new hampshire,sugar hill",153,316,16
"new hampshire,sullivan",186,216,10
"new hampshire,sunapee",1086,1309,36
"new hampshire,surry",252,307,4
"new hampshire,sutton",574,753,21
"new hampshire,swanzey",1763,2008,59
"new hampshire,tamworth",838,899,31
"new hampshire,temple",432,518,11
"new hampshire,thornton",737,958,36
"new hampshire,tilton",1044,938,43
"new hampshire,troy",583,509,25
"new hampshire,tuftonboro",1012,875,13
"new hampshire,unity",531,335,26
"new hampshire,wakefield",1986,1240,44
"new hampshire,walpole",834,1470,43
"new hampshire,warner",844,1050,34
"new hampshire,warren",275,189,14
"new hampshire,washington",467,314,16
"new hampshire,waterville",127,238,9
"new hampshire,weare",3213,2211,114
"new hampshire,webster",669,548,24
"new hampshire,wentworth",323,280,17
"new hampshire,wentworth's location",13,4,1
"new hampshire,westmoreland",453,660,20
"new hampshire,whitefield",669,631,21
"new hampshire,wilmot",366,583,7
"new hampshire,wilton",1090,1330,53
"new hampshire,winchester",988,986,45
"new hampshire,windham",5196,4567,137
"new hampshire,windsor",91,33,5
"new hampshire,wolfeboro",2371,2355,51
"new hampshire,woodstock",364,480,14
"new jersey,atlantic",64438,73808,2195
"new jersey,bergen",204417,285967,7076
"new jersey,burlington",103345,154595,4710
"new jersey,camden",86207,175065,4327
"new jersey,cape may",33158,23941,834
"new jersey,cumberland",28952,32742,881
"new jersey,essex",75475,266820,3016
"new jersey,gloucester",83340,86702,3411
"new jersey,hudson",65698,181452,3308
"new jersey,hunterdon",43153,39457,2063
"new jersey,mercer",51641,122532,3050
"new jersey,middlesex",143467,226250,5975
"new jersey,monmouth",191808,181291,5291
"new jersey,morris",141134,153881,5902
"new jersey,ocean",217740,119456,5550
"new jersey,passaic",92009,129097,3224
"new jersey,salem",18827,14479,736
"new jersey,somerset",71996,111173,3722
"new jersey,sussex",51698,34481,2173
"new jersey,union",80002,170245,3794
"new jersey,warren",34769,24901,1387
"new mexico,bernalillo",116135,193757,7698
"new mexico,catron",1698,595,33
"new mexico,chaves",15656,6381,406
"new mexico,cibola",3975,4745,183
"new mexico,colfax",3271,2611,134
"new mexico,curry",10444,4307,350
"new mexico,debaca",656,231,14
"new mexico,dona ana",32802,47957,1882
"new mexico,eddy",17454,5424,344
"new mexico,grant",6553,7590,292
"new mexico,guadalupe",917,1234,38
"new mexico,harding",319,179,7
"new mexico,hidalgo",1120,823,31
"new mexico,lea",16531,4061,326
"new mexico,lincoln",6942,3194,170
"new mexico,los alamos",4278,7554,461
"new mexico,luna",4408,3563,132
"new mexico,mckinley",7801,18029,656
"new mexico,mora",903,1745,38
"new mexico,otero",14521,8485,565
"new mexico,quay",2634,1170,69
"new mexico,rio arriba",5408,10990,230
"new mexico,roosevelt",4634,1802,172
"new mexico,sandoval",34174,40588,1800
"new mexico,san juan",32874,18083,1337
"new mexico,san miguel",3421,7888,222
"new mexico,santa fe",18329,62530,1368
"new mexico,sierra",3542,2265,138
"new mexico,socorro",3255,3722,183
"new mexico,taos",3715,13121,345
"new mexico,torrance",4772,2344,165
"new mexico,union",1388,383,18
"new mexico,valencia",17364,14263,650
"new york,albany",51081,99474,3031
"new york,allegany",14135,6048,533
"new york,bronx",67740,355374,2769
"new york,broome",43800,47010,1984
"new york,cattaraugus",22155,11879,726
"new york,cayuga",19512,16149,760
"new york,chautauqua",34853,23087,1255
"new york,chemung",21922,16636,852
"new york,chenango",13482,8290,510
"new york,clinton",16514,18364,559
"new york,columbia",14464,20386,672
"new york,cortland",10789,10369,520
"new york,delaware",13387,9143,441
"new york,dutchess",66872,81443,2430
"new york,erie",197527,267174,8320
"new york,essex",8976,9947,348
"new york,franklin",9668,9253,347
"new york,fulton",15378,7931,409
"new york,genesee",18876,9625,716
"new york,greene",14271,10346,520
"new york,hamilton",2225,1178,57
"new york,herkimer",18870,9937,512
"new york,jefferson",25629,17307,919
"new york,brooklyn",202772,703310,7608
"new york,lewis",8894,3824,226
"new york,livingston",18182,12477,742
"new york,madison",18408,14807,823
"new york,monroe",145661,225746,8457
"new york,montgomery",12745,7977,412
"new york,nassau",326716,396504,7763
"new york,manhattan",85185,603040,7038
"new york,niagara",56068,46029,2026
"new york,oneida",57180,41567,1999
"new york,onondaga",90619,138894,5222
"new york,ontario",29039,29025,1610
"new york,orange",84996,84684,2516
"new york,orleans",12126,5587,441
"new york,oswego",32138,21143,1210
"new york,otsego",14382,12975,653
"new york,putnam",29283,24953,753
"new york,queens",212665,569038,6559
"new york,rensselaer",36500,40969,1817
"new york,staten island",123320,90997,1961
"new york,rockland",73186,75802,1381
"new york,saint lawrence",24608,19361,831
"new york,saratoga",61305,68471,2879
"new york,schenectady",30741,42465,1656
"new york,schoharie",9903,5345,437
"new york,schuyler",5621,3903,216
"new york,seneca",8329,6914,365
"new york,steuben",29474,15790,915
"new york,suffolk",381253,381021,9267
"new york,sullivan",18665,15489,493
"new york,tioga",14791,9634,611
"new york,tompkins",11096,33619,1020
"new york,ulster",37590,57970,1860
"new york,warren",17699,17642,808
"new york,washington",15941,11565,595
"new york,wayne",26204,17456,1067
"new york,westchester",144713,312371,5181
"new york,wyoming",13898,5073,428
"new york,yates",6208,4219,274
"north carolina,alamance",46056,38825,1210
"north carolina,alexander",15888,4145,203
"north carolina,alleghany",4527,1486,63
"north carolina,anson",5321,5789,84
"north carolina,ashe",11451,4164,199
"north carolina,avery",7172,2191,95
"north carolina,beaufort",16437,9633,245
"north carolina,bertie",3817,5939,59
"north carolina,bladen",9676,7326,123
"north carolina,brunswick",55850,33310,1015
"north carolina,buncombe",62412,96515,2642
"north carolina,burke",31019,13118,465
"north carolina,cabarrus",63237,52162,1828
"north carolina,caldwell",32119,10245,465
"north carolina,camden",4312,1537,104
"north carolina,carteret",30028,12093,574
"north carolina,caswell",7089,4860,102
"north carolina,catawba",56588,25689,1148
"north carolina,chatham",21186,26787,626
"north carolina,cherokee",12628,3583,212
"north carolina,chowan",4471,3247,66
"north carolina,clay",5112,1699,82
"north carolina,cleveland",33798,16955,555
"north carolina,columbus",16832,9446,168
"north carolina,craven",31032,21148,885
"north carolina,cumberland",60032,84469,2649
"north carolina,currituck",11657,4195,295
"north carolina,dare",13938,9936,358
"north carolina,davidson",64658,22636,1220
"north carolina,davie",18228,6713,370
"north carolina,duplin",13793,8767,155
"north carolina,durham",32459,144688,2767
"north carolina,edgecombe",9206,16089,182
"north carolina,forsyth",85064,113033,3173
"north carolina,franklin",20901,15879,571
"north carolina,gaston",73033,40959,1506
"north carolina,gates",3367,2546,58
"north carolina,graham",3710,905,50
"north carolina,granville",16647,14565,386
"north carolina,greene",4874,3832,47
"north carolina,guilford",107294,173086,4106
"north carolina,halifax",10080,15545,134
"north carolina,harnett",35177,22093,1023
"north carolina,haywood",22834,13144,564
"north carolina,henderson",40032,27211,1128
"north carolina,hertford",3479,7097,58
"north carolina,hoke",9453,11804,382
"north carolina,hyde",1418,1046,28
"north carolina,iredell",67010,33888,1473
"north carolina,jackson",11356,9591,481
"north carolina,johnston",68353,41257,1747
"north carolina,jones",3280,2197,48
"north carolina,lee",16469,12143,396
"north carolina,lenoir",14590,13605,214
"north carolina,lincoln",36341,13274,602
"north carolina,mcdowell",16883,5832,288
"north carolina,macon",14211,6230,302
"north carolina,madison",7979,4901,196
"north carolina,martin",6532,5911,97
"north carolina,mecklenburg",179211,378107,9735
"north carolina,mitchell",7090,1867,84
"north carolina,montgomery",8411,4327,111
"north carolina,moore",36764,20779,796
"north carolina,nash",25827,25947,497
"north carolina,new hanover",63331,66138,2361
"north carolina,northampton",3989,6069,51
"north carolina,onslow",46078,24266,1891
"north carolina,orange",20176,63594,1227
"north carolina,pamlico",4849,2713,69
"north carolina,pasquotank",9770,9832,295
"north carolina,pender",21956,11723,490
"north carolina,perquimans",4903,2492,89
"north carolina,person",13184,8465,245
"north carolina,pitt",38982,47252,1339
"north carolina,polk",7689,4518,151
"north carolina,randolph",56894,15618,804
"north carolina,richmond",11830,8754,179
"north carolina,robeson",27806,19020,362
"north carolina,rockingham",31301,15992,516
"north carolina,rowan",49297,23114,997
"north carolina,rutherford",24891,9135,403
"north carolina,sampson",17411,10966,241
"north carolina,scotland",7473,7186,116
"north carolina,stanly",25458,8129,352
"north carolina,stokes",20142,5286,273
"north carolina,surry",27538,8721,379
"north carolina,swain",4161,2780,127
"north carolina,transylvania",11636,8444,324
"north carolina,tyrrell",1044,758,15
"north carolina,union",80382,48725,1904
"north carolina,vance",8391,12431,177
"north carolina,wake",226197,393336,12297
"north carolina,warren",3752,6400,141
"north carolina,washington",2781,3396,28
"north carolina,watauga",14451,17122,647
"north carolina,wayne",30709,24215,613
"north carolina,wilkes",27592,7511,363
"north carolina,wilson",19581,20754,400
"north carolina,yadkin",15933,3763,227
"north carolina,yancey",7516,3688,148
"north dakota,adams",981,258,30
"north dakota,barnes",3568,1820,177
"north dakota,benson",1094,822,45
"north dakota,billings",541,72,22
"north dakota,bottineau",2575,821,75
"north dakota,bowman",1395,228,34
"north dakota,burke",994,137,24
"north dakota,burleigh",34744,14348,1661
"north dakota,cass",42619,40311,3123
"north dakota,cavalier",1499,474,47
"north dakota,dickey",1742,608,74
"north dakota,divide",904,265,33
"north dakota,dunn",1951,342,45
"north dakota,eddy",854,383,24
"north dakota,emmons",1738,237,34
"north dakota,foster",1362,373,43
"north dakota,golden valley",871,137,18
"north dakota,grand forks",16987,12880,1103
"north dakota,grant",1145,207,29
"north dakota,griggs",907,308,35
"north dakota,hettinger",1091,196,25
"north dakota,kidder",1215,221,24
"north dakota,lamoure",1645,527,47
"north dakota,logan",930,128,18
"north dakota,mchenry",2364,564,75
"north dakota,mcintosh",1153,261,41
"north dakota,mckenzie",4482,814,123
"north dakota,mclean",4198,1230,108
"north dakota,mercer",3856,704,115
"north dakota,morton",12243,3872,504
"north dakota,mountrail",2824,1256,85
"north dakota,nelson",1141,586,50
"north dakota,oliver",918,129,19
"north dakota,pembina",2460,786,85
"north dakota,pierce",1585,497,46
"north dakota,ramsey",3577,1639,156
"north dakota,ransom",1418,945,91
"north dakota,renville",1065,220,34
"north dakota,richland",5072,2510,230
"north dakota,rolette",1257,2482,65
"north dakota,sargent",1266,738,66
"north dakota,sheridan",688,104,20
"north dakota,sioux",258,804,124
"north dakota,slope",380,44,3
"north dakota,stark",12110,2499,441
"north dakota,steele",652,392,44
"north dakota,stutsman",6994,2676,289
"north dakota,towner",830,317,27
"north dakota,traill",2522,1493,121
"north dakota,walsh",3324,1333,126
"north dakota,ward",19974,7293,979
"north dakota,wells",1893,442,39
"north dakota,williams",11739,2169,426
"ohio,adams",9870,2156,119
"ohio,allen",33116,14149,741
"ohio,ashland",19407,6541,457
"ohio,ashtabula",26890,16497,760
"ohio,athens",10862,14772,425
"ohio,auglaize",20798,4651,328
"ohio,belmont",23560,9138,390
"ohio,brown",16480,4380,236
"ohio,butler",114392,69613,2732
"ohio,carroll",10745,3251,216
"ohio,champaign",14589,5062,321
"ohio,clark",39032,24076,1104
"ohio,clermont",74570,34092,1818
"ohio,clinton",15488,4697,342
"ohio,columbiana",35726,13359,775
"ohio,coshocton",12325,4125,289
"ohio,crawford",15436,4916,334
"ohio,cuyahoga",202699,416176,6795
"ohio,darke",22004,4731,399
"ohio,defiance",13038,5981,362
"ohio,delaware",66356,57735,1979
"ohio,erie",22160,17493,682
"ohio,fairfield",50797,31224,1290
"ohio,fayette",9473,2975,164
"ohio,franklin",211237,409144,10196
